id,E_X_aic_ipctry_issue,E_X_trx_last,N_X_ip_ratio_den,N_X_n_deny_co,N_X_n_ina_issue_co,N_X_n_issue_co,N_X_n_trans_3d_co,N_X_ratio_acc_no_cb_co,N_X_ratio_deny_co,N_X_tot_amnt_3d_co,blacklist,whitelist,learning_label
15603261,1,0,0.5,0,3,1,0,0.974358974,0,0,0,0,0
15604065,1,1,0.344827586,4,3,1,0,0.428571429,0.571428571,0,0,0,0
15606090,1,0,0.22,7,3,1,1,0.903614458,0.084337349,50000,0,0,0
15606267,1,0,0,1,5,1,0,0.941176471,0.058823529,0,0,0,0
15606459,1,0,0.228571429,1,1,1,0,0.941176471,0.058823529,0,0,0,0
15607455,1,0,0.5,1,1,1,1,0.772727273,0.022727273,99470,0,0,0
15609978,1,0,0.26,0,3,1,0,1,0,0,0,0,0
15611895,1,3,0.336666667,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15612270,1,0,0.304347826,16,2,1,1,0.529411765,0.470588235,48500,0,0,0
15615414,1,0,-888888888,1,1,1,0,0.75,0.25,0,0,0,0
15615483,1,0,0.295454545,0,1,1,0,1,0,0,0,0,0
15615867,1,0,0.225352113,0,1,1,0,1,0,0,0,0,0
15616644,1,0,0.195652174,0,-999999999,-999999999,0,1,0,0,0,0,0
15617232,1,0,0.25,0,4,1,0,0.833333333,0,0,0,0,0
15618315,1,0,0,5,1,1,0,0.931506849,0.068493151,0,0,0,0
15619536,1,0,0.308988764,17,1,1,1,0.392857143,0.607142857,536325,0,0,0
15620220,1,0,-888888888,14,4,1,0,0.666666667,0.311111111,0,0,0,0
15622128,1,0,0.15,5,9,1,0,0.84375,0.15625,0,0,0,0
15626145,1,0,0.272727273,0,2,1,0,1,0,0,0,0,0
1562617,1,0,-888888888,3,1,1,1,0.884615385,0.115384615,200000,0,0,0
15627159,1,0,0.276666667,0,1,1,1,1,0,113960,0,0,0
15627357,1,0,0.191489362,4,6,1,0,0.924528302,0.075471698,0,0,0,0
15627543,1,2,0.226666667,3,7,1,0,0.722222222,0.166666667,0,0,0,0
156277,0,3,-888888888,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
1562879,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15629217,1,0,0.25,0,4,1,1,1,0,39585,0,0,0
1563021,1,0,0,0,4,1,1,1,0,476000,0,0,0
15630210,1,0,0.290322581,2,3,1,0,0.6,0.4,0,0,0,0
1563035,1,0,0.1,0,1,1,2,1,0,155800,0,0,0
15631191,1,0,0.283783784,0,1,1,0,0.965517241,0,0,0,0,0
15632952,1,0,0.517241379,0,1,1,1,0.956521739,0,11600,0,0,0
15633048,1,0,0.133004926,0,4,1,0,1,0,0,0,0,0
15633201,1,3,0.243333333,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15633507,1,0,0,34,6,1,0,0.706896552,0.293103448,0,0,0,0
15633690,1,0,0.204724409,1,-999999999,-999999999,0,0.944444444,0.055555556,0,0,0,0
15634,0,3,-888888888,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
1563405,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1563539,1,0,0,0,3,1,1,1,0,139207,0,0,0
15635619,1,0,0.363636364,3,1,1,1,0.903225806,0.096774194,202000,0,0,0
156359,1,0,-888888888,0,1,1,1,1,0,1173084,0,0,0
15636414,1,0,-888888888,0,3,1,0,1,0,0,0,0,0
15636642,1,0,0,0,1,1,1,1,0,646312,0,0,0
15637425,1,0,0,15,5,1,9,0.87704918,0.12295082,2262000,0,0,0
15637638,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15638523,1,0,0.16,2,7,2,0,0.923076923,0.076923077,0,0,0,0
15639114,1,0,0.28,3,4,1,1,0.913793103,0.051724138,26000,0,0,0
1563917,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15640932,1,0,0,0,2,1,0,1,0,0,0,0,0
15641820,1,0,1,0,1,1,0,1,0,0,0,0,0
156428,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15643101,1,0,0.176470588,2,5,1,0,0.866666667,0.133333333,0,0,0,0
1564459,1,0,-888888888,0,5,1,0,1,0,0,0,0,0
1564765,1,0,0.375,0,1,1,0,1,0,0,0,0,0
1565133,1,0,-888888888,1,6,1,0,0.857142857,0.142857143,0,0,0,0
15651798,1,3,0.033333333,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15652290,1,0,0.515151515,0,4,1,0,1,0,0,0,0,0
15653745,1,0,0,0,1,1,1,1,0,35191,0,0,0
15656151,1,0,0.214285714,0,2,1,1,1,0,171535,0,0,0
1565629,1,0,0,0,2,1,0,1,0,0,0,0,0
15656937,1,0,0.115384615,0,2,1,1,1,0,286230,0,0,0
15657960,1,1,-888888888,1,5,1,0,0.714285714,0.142857143,0,0,0,0
15658671,1,0,0.27,1,4,1,1,0.909090909,0.090909091,1966857,0,0,0
1565871,1,0,0.071428571,0,1,1,0,1,0,0,0,0,0
1565877,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15659259,1,0,0.1875,0,3,1,2,1,0,1591520,0,0,0
15660111,1,3,0.333333333,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15660120,1,0,-888888888,1,2,1,0,0.984126984,0.015873016,0,0,0,0
15660747,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15662595,1,0,0.222222222,0,2,1,0,1,0,0,0,0,0
15662946,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15663669,1,3,0.221311475,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15663861,1,0,0.310344828,3,3,1,0,0.785714286,0.214285714,0,0,0,0
15664524,1,0,0,4,1,1,0,0.870967742,0.129032258,0,0,0,0
15670131,1,0,-888888888,0,1,1,1,1,0,25000,0,0,0
15670170,1,0,0.313432836,0,2,1,0,1,0,0,0,0,0
15670593,1,0,0.6,0,2,1,0,1,0,0,0,0,0
15674100,1,1,0.253333333,2,2,1,0,0.98,0.02,0,0,0,0
15674268,1,2,0,0,2,1,0,0.5,0,0,0,0,0
15674760,1,0,0.153333333,0,1,1,0,1,0,0,0,0,0
15675888,1,0,0.147058824,0,7,1,0,1,0,0,0,0,0
15675963,1,0,0.296296296,3,2,1,0,0.4,0.6,0,0,0,0
1567601,1,0,1,0,2,1,0,1,0,0,0,0,0
15676131,1,2,0,0,1,1,0,0.875,0,0,0,0,0
15676161,1,0,0,2,8,1,1,0.958333333,0.041666667,19800,0,0,0
15680028,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
15681834,1,0,0.31,0,3,1,0,1,0,0,0,0,0
156821,1,0,-888888888,0,1,1,2,1,0,1535233,0,0,0
15682131,1,0,0,6,6,2,4,0.714285714,0.285714286,1496421,0,0,0
1568359,1,0,0,19,2,1,1,0.166666667,0.791666667,219800,0,0,0
15684411,1,1,0.333333333,3,4,1,2,0.666666667,0.333333333,3015282,0,0,0
15686610,1,0,0.123333333,0,3,1,0,0.884615385,0,0,0,0,0
1568711,1,0,0.125,1,1,1,0,0.941176471,0.058823529,0,0,0,0
15687252,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1568797,1,3,0.333333333,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1568841,1,0,0.074074074,0,2,1,1,1,0,50000,0,0,0
1568931,1,0,0,7,5,1,0,0.879310345,0.120689655,0,0,0,0
1568981,1,0,0,0,1,1,0,1,0,0,0,0,0
15690861,1,0,0.203333333,1,1,1,1,0.944444444,0.055555556,39585,0,0,0
15691650,1,0,0.176470588,0,1,1,0,1,0,0,0,0,0
15692037,0,2,0.180645161,0,5,1,0,0.472222222,0,0,0,0,0
15692691,1,0,-888888888,3,3,1,0,0.555555556,0.333333333,0,0,0,0
1569343,1,0,0,0,2,1,0,1,0,0,0,0,0
15695715,1,0,0.166666667,0,1,1,0,1,0,0,0,0,0
15702012,1,0,0.088888889,0,1,1,0,1,0,0,0,0,0
1570285,1,0,0.208333333,0,1,1,0,1,0,0,0,0,0
15703284,1,0,0.1,2,2,1,0,0.913043478,0.086956522,0,0,0,0
15703623,0,0,0.203319502,1,3,1,0,0.666666667,0.333333333,0,0,0,0
1570459,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15705000,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
15705147,1,0,0.428571429,7,2,1,1,0.685714286,0.2,3615532,0,0,0
15705327,1,3,0.153846154,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1570611,1,0,-888888888,1,4,1,0,0.962962963,0.037037037,0,0,0,0
15706455,1,0,0.123333333,0,1,1,0,1,0,0,0,0,0
1570695,1,0,-888888888,1,3,1,1,0.941176471,0.058823529,65012,0,0,0
1570789,1,0,0.225806452,1,3,1,0,0.857142857,0.142857143,0,0,0,0
1570803,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
15710274,1,0,0.142857143,3,1,1,0,0.75,0.25,0,0,0,0
15713604,1,0,0.2,1,1,1,0,0.909090909,0.090909091,0,0,0,0
1571369,1,0,0,0,1,1,0,1,0,0,0,0,0
15714243,1,0,0.26,8,7,1,0,0.68,0.32,0,0,0,0
1571475,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
15717156,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1571801,1,0,-888888888,1,1,1,0,0.833333333,0.166666667,0,0,0,0
15718230,1,0,0.098901099,1,1,1,0,0.5,0.5,0,0,0,0
15718659,0,0,0.304347826,0,5,1,0,1,0,0,0,0,0
15719259,1,0,0,0,1,1,1,1,0,1802247,0,0,0
15719613,1,0,0.2,2,5,1,0,0.962264151,0.037735849,0,0,0,0
15719733,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
1572,1,0,0,0,0,1,2,1,0,378400,0,0,0
15720003,1,0,0.084337349,0,2,1,0,1,0,0,0,0,0
15721563,1,0,0.166666667,0,2,1,0,0.97826087,0,0,0,0,0
15722841,1,0,0.473684211,1,-999999999,-999999999,0,0.875,0.125,0,0,0,0
15723123,1,0,0,0,1,1,0,1,0,0,0,0,0
15723369,1,0,0.142857143,3,1,1,1,0.97,0.03,929612,0,0,0
15725496,1,0,-888888888,10,7,1,0,0.821917808,0.136986301,0,0,0,0
15725802,1,3,0.197530864,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1572891,1,0,0.047169811,0,1,1,0,1,0,0,0,0,0
15728943,1,0,0.14,0,1,1,0,1,0,0,0,0,0
15729399,0,0,0.317204301,0,1,1,2,1,0,198000,0,0,0
15732582,1,0,0.116666667,1,1,1,0,0.935483871,0.032258065,0,0,0,0
15736122,1,0,0.293333333,0,1,1,0,1,0,0,0,0,0
15737616,1,1,0.163934426,1,1,1,1,0.833333333,0.166666667,102000,0,0,0
15737643,1,0,0.095238095,0,-999999999,-999999999,0,1,0,0,0,0,0
15738054,1,0,0.191176471,0,1,1,0,1,0,0,0,0,0
15739545,1,0,0.083333333,0,1,1,0,1,0,0,0,0,0
15740295,1,0,0,0,1,1,0,1,0,0,0,0,0
15740838,1,0,0.264150943,1,3,1,0,0.9,0.1,0,0,0,0
1574207,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15743532,1,0,0.145454545,0,1,1,0,1,0,0,0,0,0
15743586,-999999999,0,0.456043956,2,9,1,1,0.9375,0.041666667,90650,0,0,0
15744924,0,0,0,0,4,1,0,1,0,0,0,0,0
15744984,1,3,0.183333333,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15745404,1,0,0.216666667,0,2,1,0,1,0,0,0,0,0
15745608,1,1,0.333333333,1,2,1,0,0,1,0,0,0,0
15746256,1,0,0,0,5,1,0,1,0,0,0,0,0
15747003,1,0,0.041666667,0,8,1,0,1,0,0,0,0,0
15748134,1,3,0.285714286,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15748428,1,0,0.333333333,0,-999999999,-999999999,2,1,0,100142,0,0,0
15748542,1,0,0.194117647,0,1,1,1,1,0,48500,0,0,0
15748854,1,0,0.142857143,6,4,2,0,0.842105263,0.157894737,0,0,0,0
15750912,1,3,-888888888,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
15751158,1,0,0.153846154,6,7,1,3,0.727272727,0.272727273,2805400,0,0,0
15751359,1,0,0.17,1,-999999999,-999999999,1,0.666666667,0.333333333,3910000,0,0,0
15752691,1,0,0.111111111,0,3,1,0,1,0,0,0,0,0
15754437,1,1,0.209964413,48,5,2,3,0.314285714,0.685714286,250000,0,0,0
1575629,1,0,-888888888,3,2,1,0,0.85,0.15,0,0,0,0
15756585,1,0,0.05,0,2,1,1,1,0,50000,0,0,0
15756651,1,0,0.058823529,0,1,1,3,0.666666667,0,343376,0,0,0
15757842,1,0,0.045977011,12,1,1,1,0.720930233,0.279069767,2127069,0,0,0
15758340,1,0,0,0,5,1,1,1,0,35935,0,0,0
15758892,1,0,-888888888,2,2,1,0,0.904761905,0.095238095,0,0,0,0
15760248,1,0,0,3,3,1,2,0.8125,0.1875,753130,0,0,0
1576067,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
15760743,1,0,-888888888,3,2,2,1,0.964705882,0.035294118,25000,0,0,0
15760875,1,0,0.172413793,3,1,1,2,0.896551724,0.103448276,464930,0,0,0
15761205,1,3,0.138888889,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15761874,1,0,0.028985507,1,4,1,0,0.966666667,0.033333333,0,0,0,0
15763686,1,1,0.286666667,13,2,1,1,0.680851064,0.276595745,85260,0,0,0
15764367,1,0,0.143333333,0,1,1,0,1,0,0,0,0,0
15764745,1,2,0,0,1,1,1,0.666666667,0,582610,0,0,0
15765081,1,2,0.035714286,0,1,1,0,0.666666667,0,0,0,0,0
15765171,0,2,-888888888,0,0,1,0,0,0,0,0,0,0
15766032,1,3,0.076923077,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
157664,1,0,0,0,1,1,5,1,0,6918865,0,0,0
15767286,1,0,0.224489796,9,2,1,0,0.85,0.15,0,0,0,0
15767745,1,3,0.083333333,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1576823,0,0,-888888888,0,1,1,0,1,0,0,0,0,0
15768735,1,1,0.1875,1,3,1,1,0,0.5,4710828,0,0,0
15768750,1,0,0.21,1,3,1,0,0.970588235,0.029411765,0,0,0,0
15769290,1,3,0.322580645,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15769659,1,0,0,0,2,1,0,1,0,0,0,0,0
15771684,1,0,0.173333333,0,5,1,1,1,0,19789,0,0,0
15772551,1,0,1,1,2,1,0,0.5,0.5,0,0,0,0
15772920,1,0,0.296296296,10,1,1,0,0.411764706,0.588235294,0,0,0,0
15773493,1,3,0.136363636,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1577493,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15775845,1,0,0.102564103,0,5,1,0,1,0,0,0,0,0
15777183,1,3,0.19047619,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15777843,1,0,0,13,5,1,2,0.771929825,0.228070175,71104,0,0,0
15778983,1,0,0.111111111,0,3,1,0,0.75,0,0,0,0,0
15779217,1,0,0.213333333,0,-999999999,-999999999,1,1,0,140000,0,0,0
15780225,1,3,0.75,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15780489,1,0,0.269230769,0,1,1,1,1,0,107200,0,0,0
15781236,1,0,0.108695652,5,4,1,0,0.891304348,0.108695652,0,0,0,0
15783030,1,0,0,0,2,1,3,1,0,75696,0,0,0
15783564,1,1,0.5,6,2,1,0,0.5,0.428571429,0,0,0,0
15788229,1,0,0.136666667,1,5,1,0,0.714285714,0.142857143,0,0,0,0
15789015,0,0,0.103333333,10,3,1,46,0.916666667,0.083333333,172581200,0,0,0
15792801,1,1,0.4,6,5,1,2,0.923913043,0.065217391,630285,0,0,0
15796659,1,0,0,0,2,1,2,1,0,608766,0,0,0
1579707,1,0,0.099173554,0,3,1,0,1,0,0,0,0,0
15798438,1,2,0.11827957,2,1,1,2,0.789473684,0.105263158,489230,0,0,0
15799467,1,0,0,0,1,1,0,1,0,0,0,0,0
15799488,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
15800214,1,0,0.117647059,1,3,1,6,0.956521739,0.043478261,343679,0,0,0
1580035,1,0,0.217391304,17,6,1,4,0.77027027,0.22972973,762462,0,0,0
15800946,1,1,0.052631579,2,2,1,0,0,1,0,0,0,0
15802233,1,0,0.146666667,16,3,1,1,0.604651163,0.372093023,521992,0,0,0
1580225,1,1,1,5,4,1,1,0.666666667,0.333333333,203000,0,0,0
15802989,1,1,1,3,5,1,2,0.4,0.6,93380,0,0,0
1580485,1,0,0,0,2,1,0,1,0,0,0,0,0
15805191,1,3,0.08,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1580611,1,0,0,0,4,1,1,1,0,149465,0,0,0
15806223,0,0,0.11,0,3,1,2,0.990384615,0,5415200,0,0,0
15806394,1,0,0.1,2,1,1,2,0.75,0.25,220255,0,0,0
1580665,1,0,0.101694915,2,4,1,1,0.956521739,0.028985507,50000,0,0,0
15807225,1,0,-888888888,0,2,1,0,0.882352941,0,0,0,0,0
158096,1,0,0,0,3,1,3,1,0,4521260,0,0,0
1580967,1,0,0,0,1,1,0,1,0,0,0,0,0
1580987,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1580997,1,0,0.072727273,20,5,1,0,0.574468085,0.425531915,0,0,0,0
15812202,1,0,0,1,1,1,0,0.9,0.1,0,0,0,0
15813621,1,0,0,0,2,1,0,1,0,0,0,0,0
15813945,1,0,0.166666667,12,-999999999,-999999999,1,0.755102041,0.244897959,1185000,0,0,0
1581487,1,0,-888888888,0,1,1,1,1,0,202300,0,0,0
15815346,0,0,0,0,0,1,1,0.5,0,1675800,0,0,0
15815562,1,0,0.142857143,6,9,1,0,0.847826087,0.130434783,0,0,0,0
15815697,1,0,0.133333333,1,4,2,4,0.75,0.25,1695405,0,0,0
15816111,1,0,0,6,7,1,0,0.706896552,0.103448276,0,0,0,0
15816396,1,0,0.493975904,2,1,1,0,0.866666667,0.133333333,0,0,0,0
15817503,1,0,0.4,8,3,1,2,0.5,0.5,330000,0,0,0
15817986,1,0,0,0,1,1,0,1,0,0,0,0,0
15818595,1,3,0.130434783,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15818850,1,3,0.25,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1581909,1,0,0,0,1,1,0,1,0,0,0,0,0
15820071,1,0,-888888888,0,3,1,0,1,0,0,0,0,0
158205,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1582267,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1582343,1,0,0.039473684,0,3,1,0,1,0,0,0,0,0
15823620,1,0,0.368421053,4,5,1,2,0.87804878,0.097560976,1552646,0,0,0
15823677,1,0,0.243243243,0,1,1,0,1,0,0,0,0,0
1582405,1,0,0.076666667,0,3,1,0,1,0,0,0,0,0
15826758,1,0,0.285714286,1,1,1,54,0.984962406,0.007518797,243320,0,0,0
1582855,1,0,0,0,1,1,0,1,0,0,0,0,0
1582983,1,0,0,0,3,1,0,1,0,0,0,0,0
15829914,1,0,0,0,2,1,0,1,0,0,0,0,0
15832137,1,0,0.233333333,3,6,1,1,0.785714286,0.214285714,113000,0,0,0
158322,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15834186,1,0,0.5,0,4,1,2,1,0,487730,0,0,0
15834471,1,3,0.302325581,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15834696,1,0,-888888888,0,3,1,0,1,0,0,0,0,0
15834882,1,0,0.333333333,2,5,1,2,0.785714286,0.142857143,4238798,0,0,0
15835224,1,0,0.5,0,1,1,20,1,0,101200,0,0,0
15835410,1,3,0,-888888888,-999999999,-999999999,0,-888888888,-888888888,0,0,0,0
158371,1,3,0.071428571,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
15838320,1,0,0.23,2,3,1,1,0.833333333,0.166666667,58769,0,0,0
15839568,1,3,0.5,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15840606,1,0,0.298850575,5,1,1,0,0.901960784,0.098039216,0,0,0,0
158427,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15844638,1,3,0.165413534,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15844800,1,1,0.333333333,4,6,1,2,0.764705882,0.235294118,647170,0,0,0
15845349,1,0,-888888888,0,2,1,1,1,0,22635,0,0,0
15846990,1,0,0.375,0,2,1,0,1,0,0,0,0,0
15847959,1,0,0.227272727,0,1,1,3,1,0,3094188,0,0,0
15848829,1,0,0.03030303,1,1,1,1,0.888888889,0.111111111,700976,0,0,0
15850347,1,0,0.323076923,3,2,1,1,0.785714286,0.214285714,200000,0,0,0
15850377,1,0,0.222222222,0,1,1,0,1,0,0,0,0,0
15852507,1,0,-888888888,1,2,1,0,0.96969697,0.03030303,0,0,0,0
15852609,1,0,0.125,8,10,1,4,0.917431193,0.073394495,4820246,0,0,0
15853458,1,0,0.6875,15,2,1,1,0.680851064,0.319148936,679800,0,0,0
15854466,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
15855033,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15856590,1,0,0.2,0,3,1,0,1,0,0,0,0,0
15857202,1,0,0.307692308,0,1,1,0,1,0,0,0,0,0
15858717,1,0,0.233333333,13,1,1,0,0.675,0.325,0,0,0,0
15859056,0,0,0.173333333,0,1,1,0,0.916666667,0,0,0,0,0
15859299,1,0,0.333333333,2,1,1,0,0.882352941,0.117647059,0,0,0,0
1586097,1,1,1,2,2,1,2,0.666666667,0.333333333,1020000,0,0,0
15861630,1,0,1,4,9,1,0,0.906976744,0.093023256,0,0,0,0
15861984,1,0,-888888888,0,6,1,0,0.913043478,0,0,0,0,0
15862554,1,1,1,3,3,1,2,0.769230769,0.230769231,154280,0,0,0
15862710,1,0,0.193548387,0,1,1,1,1,0,140000,0,0,0
1586469,1,0,0.363636364,29,1,1,1,0.71,0.29,105000,0,0,0
1586525,1,0,0,14,3,1,0,0.818181818,0.181818182,0,0,0,0
15866391,1,1,0.163333333,1,1,1,1,0.666666667,0.333333333,28623,0,0,0
15867663,1,0,0.076923077,0,1,1,0,1,0,0,0,0,0
1586769,1,0,0.333333333,0,1,1,0,1,0,0,0,0,0
15868248,1,0,0.266666667,0,2,1,1,1,0,1149000,0,0,0
15868299,1,0,0.181818182,2,2,1,1,0.857142857,0.142857143,577675,0,0,0
15868764,1,0,0.5,1,1,1,1,0.962962963,0.037037037,50000,0,0,0
158692,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15869304,1,0,0.185185185,0,-999999999,-999999999,0,1,0,0,0,0,0
15869415,1,0,0.235294118,0,-999999999,-999999999,0,1,0,0,0,0,0
1586953,1,0,0.153846154,1,2,1,0,0.666666667,0.333333333,0,0,0,0
15870630,1,0,0.35,0,1,1,0,1,0,0,0,0,0
15872565,1,0,0.5,0,-999999999,-999999999,0,1,0,0,0,0,0
15875133,1,0,0.222222222,0,2,1,1,1,0,48500,0,0,0
1587725,1,1,0,1,2,1,0,0.5,0.5,0,0,0,0
15877608,1,1,0.153846154,5,2,1,0,0,1,0,0,0,0
1587917,1,0,0.121019108,0,1,1,0,1,0,0,0,0,0
15879237,1,3,0.192307692,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15880233,1,1,0.25,6,1,1,3,0.666666667,0.333333333,2588250,0,0,0
15880452,1,3,0,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
158813,1,0,0,0,2,1,1,1,0,483567,0,0,0
1588635,1,0,0,0,1,1,1,1,0,23000,0,0,0
15887256,1,0,0.009174312,2,8,1,1,0.957142857,0.028571429,100000,0,0,0
15892305,1,0,0.4,4,2,1,3,0.93442623,0.06557377,207200,0,0,0
15892530,1,0,1,2,6,1,0,0.95,0.05,0,0,0,0
15893151,1,0,0.326086957,0,1,1,2,1,0,100000,0,0,0
15893253,1,2,0.384615385,0,1,1,0,0.6,0,0,0,0,0
1589379,1,3,0.120967742,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15894783,1,0,0,0,4,1,0,1,0,0,0,0,0
15895101,1,1,0.083333333,4,2,1,1,0.333333333,0.666666667,131950,0,0,0
15895407,1,0,0.298076923,0,1,1,0,1,0,0,0,0,0
1589719,1,0,0.047619048,0,2,1,2,1,0,45000,0,0,0
15898203,1,0,0.333333333,26,1,1,0,0.4375,0.541666667,0,0,0,0
15898326,1,0,-888888888,0,3,1,0,1,0,0,0,0,0
15898794,1,0,0.31,0,2,1,0,1,0,0,0,0,0
1590341,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1590529,1,0,-888888888,0,1,1,1,1,0,278360,0,0,0
15905538,1,0,0.183333333,0,1,1,0,1,0,0,0,0,0
15905838,1,0,0.21875,6,1,1,0,0.9375,0.0625,0,0,0,0
15907590,1,0,0.113333333,1,6,1,3,0.988505747,0.011494253,399800,0,0,0
15908625,0,0,0.24,4,1,1,0,0.777777778,0.222222222,0,0,0,0
15908976,1,1,0,1,2,1,1,0.666666667,0.333333333,50750,0,0,0
15908988,1,0,0.533333333,0,1,1,0,1,0,0,0,0,0
15910155,1,0,0,0,1,1,0,1,0,0,0,0,0
1591027,1,0,0.047619048,0,1,1,0,1,0,0,0,0,0
15913104,1,2,0,0,1,1,0,0,0,0,0,0,0
15913764,1,0,0.208333333,1,1,1,0,0.9,0.1,0,0,0,0
15913800,1,1,0.2,4,1,1,1,0.428571429,0.571428571,102000,0,0,0
15914244,0,0,0.126666667,12,2,1,4,0.931937173,0.062827225,20081050,0,0,0
15914715,1,0,0,0,2,1,0,1,0,0,0,0,0
1591477,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
15915192,1,1,0,4,1,1,2,0.5,0.5,204000,0,0,0
1591809,1,1,1,1,2,1,1,0,1,6550500,0,0,0
15920340,1,0,0.425531915,3,3,1,3,0.97,0.03,190000,0,0,0
15920358,1,0,0.11,0,3,1,4,1,0,100256,0,0,0
15920694,1,0,0.285714286,39,55,1,9,0.713235294,0.286764706,14489314,0,0,0
15921897,1,0,0.178571429,0,2,1,0,1,0,0,0,0,0
15922911,1,0,0.14893617,0,1,1,2,0.833333333,0,151235,0,0,0
15925437,1,0,0.142857143,1,1,1,0,0.666666667,0.333333333,0,0,0,0
15926541,1,0,0.06779661,0,1,1,0,1,0,0,0,0,0
1592821,1,0,-888888888,1,0,1,1,0.75,0.25,580001,0,0,0
1592873,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15929589,1,0,0.112903226,0,5,1,1,1,0,664800,0,0,0
15930186,1,0,0.3,3,2,1,0,0.7,0.3,0,0,0,0
15930450,1,0,0.3,5,3,1,0,0.961538462,0.038461538,0,0,0,0
15932718,1,0,0.25,0,1,1,0,1,0,0,0,0,0
15933567,1,0,-888888888,1,1,1,0,0.75,0.25,0,0,0,0
15934224,1,3,0.294117647,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1593605,1,3,0.071428571,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
15936783,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
15937233,1,0,0.066666667,42,11,1,3,0.769633508,0.219895288,1273856,0,0,0
15937329,1,0,0.26,0,5,1,0,1,0,0,0,0,0
15937887,1,0,0.571428571,0,1,1,0,1,0,0,0,0,0
15938307,1,2,0.267605634,0,5,1,1,0.777777778,0,246645,0,0,0
159384,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
